Planet Name,Discovery Year,Discovery Method,Orbital Period (days),SemiMajor Axis (AU),Mass (Jupiter Mass),Stellar_Luminosity,Right Ascension (RA),Declination (Dec),RASTR,DECSTR,GLON,GLAT,ELON,ELAT,Ri (AU),Ro (AU)
Kepler-108 c,2014,Transit,190.323494,0.721,0.16,0.707,294.5589885,46.0623952,19h38m14.16s,+46d03m44.62s,78.99024,11.71993,314.58655,65.74317,0.801702733391419,1.1549728413044797
Kepler-1252 b,2016,Transit,15.0540329,0.1078,0.0108,-0.13,298.9503634,46.6928437,19h55m48.09s,+46d41m34.24s,81.02454,9.35899,321.8061,65.01043,0.3437758254761643,0.4952605565436486
Kepler-1253 b,2016,Transit,68.8861915,0.3133,0.00733,0.345,283.8852196,47.6371507,18h55m32.45s,+47d38m13.74s,77.47721,19.03753,297.83513,69.73815,0.560032466591325,0.8068106321971811
Kepler-1255 b,2016,Transit,36.2919336,0.2226,0.0189,0.307,295.2392569,42.7264842,19h40m57.42s,+42d43m35.34s,76.21133,9.74242,312.67457,62.47668,0.5282905536642777,0.7610816533190561
Kepler-1256 b,2016,Transit,12.4127754,0.1063,0.00889,0.428,291.4742443,44.6834119,19h25m53.82s,+44d41m00.28s,76.74286,13.05333,308.49043,65.27847,0.6237715199421252,0.8986362833823931
Kepler-1325 b,2016,Transit,33.8786838,0.2004,0.0269,-0.136,285.0171505,42.085312,19h00m04.12s,+42d05m07.12s,72.33509,16.30493,296.18548,64.1656,0.35161962919661305,0.5065607304015044
Kepler-136 c,2014,Transit,16.399235,0.133,0.0145,0.467,296.4673039,42.5987984,19h45m52.15s,+42d35m55.67s,76.53433,8.8879,314.37234,62.02178,0.6515715268068845,0.9386863562829163
Kepler-1344 b,2016,Transit,4.7683049,0.0568,0.0127,0.146,287.0862799,46.9457998,19h08m20.71s,+46d56m44.88s,77.61173,16.76274,303.06943,68.43238,0.3643175438093432,0.5248539778959549
Kepler-1349 b,2016,Transit,2.12823928,0.0341,0.00085,0.343,286.3385562,48.7442697,19h05m21.25s,+48d44m39.37s,79.17135,17.88953,303.38079,70.2963,0.5584068246522259,0.8044686515463202
Kepler-1114 b,2016,Transit,14.97435694,0.1102,0.00752,-0.293,299.2370531,45.8347781,19h56m56.89s,+45d50m05.20s,80.37328,8.75738,321.31722,64.15512,0.5161042882631729,0.7435255131327003
Kepler-112 b,2014,Transit,8.408878,0.076,0.0194,-0.086,296.9811361,43.2097025,19h47m55.47s,+43d12m34.93s,77.25979,8.85504,315.62178,62.44134,0.27961011816781267,0.40282024644175496
Kepler-1121 b,2016,Transit,13.15141081,0.1187,0.0136,0.475,297.7865467,47.8861542,19h51m08.77s,+47d53m10.16s,81.68567,10.63302,321.43552,66.43305,0.6571287406727709,0.9466923550416679
Kepler-1156 b,2016,Transit,11.89520511,0.0994,0.00724,-0.068,288.9240901,46.0575865,19h15m41.78s,+46d03m27.31s,77.26857,15.2527,305.47151,67.1808,0.24863262420322443,0.3581925275497143
Kepler-1286 b,2016,Transit,11.25402929,0.0991,0.0166,0.128,280.2583709,43.8357433,18h41m02.01s,+43d50m08.68s,72.7837,20.17847,288.87526,66.60411,0.3411211461689767,0.49143609346716094
Kepler-1288 b,2016,Transit,2.76122421,0.0435,0.00459,0.302,285.7135,41.6058799,19h02m51.24s,+41d36m21.17s,72.07908,15.64284,297.06865,63.57595,0.5239708527632568,0.7548584773020152
Kepler-1127 b,2016,Transit,5.12330347,0.0556,0.0142,-0.259,293.2173563,42.7205846,19h32m52.17s,+42d43m14.10s,75.50893,11.05732,309.63976,63.00048,0.4852365870939097,0.6990559672036416
Kepler-1128 b,2016,Transit,61.6178167,0.302,0.0407,-0.196,293.063315,39.4034052,19h32m15.20s,+39d24m12.26s,72.45315,9.64965,307.13255,59.90442,0.42211588240886905,0.6081211398682971
Kepler-1129 c,2016,Transit,76.5369586,0.3528,0.0249,-0.027,291.6044965,41.3093275,19h26m25.08s,+41d18m33.58s,73.6759,11.49987,306.17949,62.06185,0.15666989036012804,0.2257064381589836
Kepler-1789 b,2021,Transit,80.23190308,0.3543,0.0264,-0.231,282.8631419,41.7966332,18h51m27.15s,+41d47m47.88s,71.44036,17.68993,292.44787,64.23681,0.458257569495584,0.6601886522834012
Kepler-1993 b,2023,Transit,26.6565737,0.1943,0.0506,0.778,293.7968548,45.1607261,19h35m11.25s,+45d09m38.61s,77.92249,11.78641,312.55279,65.12258,0.8409950815984165,1.2115793528704122
Kepler-1997 b,2023,Transit,26.7575866,0.1815,0.0183,0.132,297.4808253,46.5891373,19h49m55.40s,+46d35m20.89s,80.42965,10.18663,319.54186,65.36991,0.34641016151377546,0.49905571209393534
Kepler-2000 b,2023,Transit,6.38315913,0.0562,0.0249,-1.053,285.5743032,49.9621218,19h02m17.83s,+49d57m43.64s,80.18831,18.78346,303.19062,71.61056,0.9784031517082962,1.4095362545284844
Kepler-1818 b,2021,Transit,4.64490986,0.055,0.0113,0.261,284.3284866,40.5688741,18h57m18.84s,+40d34m07.95s,70.66885,16.21383,294.28938,62.8051,0.4871064845315932,0.7017498344771299
Kepler-1821 b,2021,Transit,16.45809937,0.1244,0.0228,-0.124,294.5254573,49.872484,19h38m06.11s,+49d52m20.94s,82.46656,13.45418,318.84705,69.18804,0.335748823865807,0.48369645869175365
Kepler-1132 b,2016,Transit,62.8916228,0.2881,0.0193,-0.378,286.3675188,48.4238906,19h05m28.20s,+48d25m26.01s,78.86456,17.75645,303.12307,69.98752,0.5862050525510366,0.8445161615799968
Kepler-1272 b,2016,Transit,51.1309704,0.2705,0.0195,0.37,285.2197605,38.8058393,19h00m52.74s,+38d48m21.02s,69.2523,14.9037,294.90545,60.93579,0.5799686511904211,0.835531691527718
Kepler-1346 b,2016,Transit,3.40165668,0.044,0.00982,-0.008,291.841341,45.179185,19h27m21.92s,+45d10m45.07s,77.31702,13.03191,309.49799,65.65034,0.08528028654224418,0.12285902336679023
Kepler-1347 b,2016,Transit,14.00947528,0.104,0.0034,-0.388,299.6595903,40.8438526,19h58m38.30s,+40d50m37.87s,76.20242,5.94739,317.50328,59.48807,0.5939084716749482,0.8556140904041455
Kepler-1350 b,2016,Transit,4.4968604,0.0413,0.0217,-1.283,288.250611,46.6794847,19h13m00.15s,+46d40m46.14s,77.67236,15.92459,304.86432,67.92172,1.079983164851951,1.555877474925687
Kepler-1454 b,2016,Transit,47.0319479,0.2447,0.0132,-0.255,284.2233265,48.8317229,18h56m53.60s,+48d49m54.20s,78.74817,19.22697,299.48898,70.81819,0.4814750064314676,0.6936368469679924
Kepler-139 b,2014,Transit,15.771044,0.127,0.0282,0.016,282.3919451,43.8894167,18h49m34.07s,+43d53m21.90s,73.37771,18.74477,292.68229,66.35565,0.12060453783110545,0.17374889710522776
Kepler-1458 b,2016,Transit,47.9872764,0.2495,0.0253,-0.24,283.2115971,41.0380135,18h52m50.78s,+41d02m16.85s,70.79731,17.17283,292.67795,63.44089,0.46709936649691375,0.6729265849104531
Kepler-146 b,2014,Transit,31.158799,0.2,0.0418,0.148,294.1107631,38.7102222,19h36m26.58s,+38d42m36.80s,72.21386,8.60743,308.22527,58.99141,0.36680438185149117,0.52843664049616
Kepler-1134 b,2016,Transit,17.13263989,0.1242,0.0235,-0.397,295.5678578,42.4781064,19h42m16.29s,+42d28m41.18s,76.10545,9.41182,312.96244,62.15682,0.6007570980929737,0.8654805623314626
Kepler-1138 b,2016,Transit,3.17060005,0.0415,0.0111,-0.333,285.8993164,48.307285,19h03m35.84s,+48d18m26.23s,78.63308,18.00509,302.15302,69.97761,0.5502065727772367,0.7926549607442401
Kepler-1144 b,2016,Transit,17.14647302,0.1291,0.0145,0.056,290.0432936,47.2578857,19h20m10.39s,+47d15m28.39s,78.72691,15.03123,308.46043,68.03821,0.22563042992710647,0.3250544221488004
Kepler-1180 b,2016,Transit,16.8601286,0.1246,0.0145,0.417,295.8874773,43.1559952,19h43m32.99s,+43d09m21.58s,76.82303,9.52805,313.97881,62.6983,0.6157035886617107,0.8870132202116204
Kepler-1351 b,2016,Transit,0.91614077,0.0156,0.00065,-0.983,293.6084289,42.1978746,19h34m26.02s,+42d11m52.35s,75.16841,10.56275,309.83747,62.41036,0.9453234174801571,1.3618799437292832
Kepler-1352 b,2016,Transit,1.87788275,0.03,0.00201,0.263,290.6937988,48.7014417,19h22m46.51s,+48d42m05.19s,80.27666,15.21888,311.07162,69.20796,0.4889692312312801,0.7044334000417212
Kepler-1353 b,2016,Transit,24.7543966,0.153,0.0123,-0.615,295.7353911,42.5762317,19h42m56.49s,+42d34m34.43s,76.25245,9.34988,313.2859,62.20247,0.7477238187264794,1.077208131463259
Kepler-1354 b,2016,Transit,76.613377,0.3521,0.0287,0.302,291.2451266,37.7590079,19h24m58.83s,+37d45m32.43s,70.31149,10.1721,303.52061,58.75088,0.5239708527632568,0.7548584773020152
Kepler-135 b,2014,Transit,6.00253,0.067,0.0124,0.448,290.4950939,38.7954956,19h21m58.82s,+38d47m43.78s,70.9923,11.15868,302.97626,59.91014,0.6381792281739724,0.9193927446243659
Kepler-1350 c,2016,Transit,1.76678906,0.0222,0.0115,-1.283,288.250611,46.6794847,19h13m00.15s,+46d40m46.14s,77.67236,15.92459,304.86432,67.92172,1.079983164851951,1.555877474925687
Kepler-1361 b,2016,Transit,3.57554956,0.0431,0.00178,-0.437,283.5653603,46.9042278,18h54m15.69s,+46d54m15.22s,76.67,18.9943,296.68075,69.0904,0.6302957458786528,0.9080354078375977
Kepler-1363 b,2016,Transit,2.94194094,0.0363,0.0066,-0.626,296.9964872,49.2563228,19h47m59.16s,+49d15m22.76s,82.65749,11.74736,321.91323,67.88778,0.7543811431172635,1.086799004173126
Kepler-1370 c,2016,Transit,7.44142113,0.0767,0.00678,0.458,284.5656897,41.7784781,18h58m15.77s,+41d46m42.52s,71.90739,16.50143,295.27597,63.94511,0.6452624554114677,0.9295971941632711
Kepler-1374 b,2016,Transit,10.65276707,0.0918,0.0184,-0.368,291.3499783,45.1722521,19h25m23.99s,+45d10m20.11s,77.15811,13.34189,308.70511,65.76714,0.5783990443849769,0.8332704378780693
Kepler-1441 b,2016,Transit,39.4419839,0.2346,0.00714,0.325,293.7191177,43.1245756,19h34m52.59s,+43d07m28.47s,76.04549,10.91324,310.71424,63.25009,0.543557306504609,0.7830756969602691
Kepler-119 b,2014,Transit,2.422082,0.035,0.0398,-0.037,295.9463854,42.6588324,19h43m47.13s,+42d39m31.80s,76.40109,9.25285,313.66095,62.2214,0.18340219092574558,0.26421832024808
Kepler-1190 b,2016,Transit,10.45843441,0.0845,0.00733,-0.727,284.9996582,49.4799506,18h59m59.92s,+49d28m47.82s,79.57519,18.96771,301.59279,71.27778,0.8129631547057289,1.171195164439961
Kepler-1192 b,2016,Transit,25.2034787,0.1693,0.0194,-0.128,282.1405603,43.8964934,18h48m33.73s,+43d53m47.38s,73.31959,18.91752,292.24408,66.40077,0.3411211461689767,0.49143609346716094
Kepler-1197 b,2016,Transit,2.03231845,0.0283,0.0066,-0.666,291.6693437,42.5907441,19h26m40.64s,+42d35m26.68s,74.87347,12.01924,307.17057,63.26072,0.7781095973283876,1.1209833957668176
Kepler-1199 b,2016,Transit,15.0447198,0.1152,0.00505,0.187,293.7258092,47.2469219,19h34m54.19s,+47d14m48.92s,79.80955,12.76351,314.48415,67.05787,0.412310562561766,0.593995108295721
Kepler-1364 b,2016,Transit,13.32196237,0.1284,0.0166,0.792,295.1521334,49.5876179,19h40m36.51s,+49d35m15.42s,82.3911,12.96444,319.47642,68.74734,0.848528137423857,1.2224318478514495
Kepler-1366 b,2016,Transit,2.16457097,0.0273,0.00829,-0.996,285.0648845,41.5548464,19h00m15.57s,+41d33m17.45s,71.83754,16.07181,295.98107,63.6416,0.9515537533185109,1.3708556754884402
Kepler-141 b,2014,Transit,3.107675,0.039,0.00081,-0.446,297.9707271,47.7316041,19h51m52.97s,+47d43m53.77s,81.60929,10.44986,321.53017,66.23877,0.6367531275577258,0.9173382331301057
Kepler-141 c,2014,Transit,7.010606,0.067,0.00809,-0.446,297.9707271,47.7316041,19h51m52.97s,+47d43m53.77s,81.60929,10.44986,321.53017,66.23877,0.6367531275577258,0.9173382331301057
Kepler-1412 b,2016,Transit,3.6146051,0.0461,0.00157,0.383,292.1801539,49.202481,19h28m43.24s,+49d12m08.93s,81.1662,14.53726,314.16257,69.26462,0.5900693333683916,0.8500832367680016
Kepler-1414 b,2016,Transit,3.51576315,0.0426,0.00642,-0.464,284.9285796,42.4223085,18h59m42.86s,+42d25m20.31s,72.63515,16.49202,296.22309,64.50852,0.649475312708791,0.9356664459695065
Kepler-142 c,2014,Transit,4.761702,0.057,0.0269,0.107,295.1190067,48.4813635,19h40m28.56s,+48d28m52.91s,81.36992,12.48273,318.06103,67.77288,0.3118857599710626,0.44931814169119655
Kepler-1773 b,2021,Transit,40.80970001,0.2489,0.038,0.405,286.2232284,38.2581676,19h04m53.57s,+38d15m29.40s,69.05494,13.96584,296.22008,60.22922,0.6067798762169179,0.8741572761215378
Kepler-1774 b,2021,Transit,59.77080154,0.3096,0.0322,0.19,288.5743991,40.9886069,19h14m17.86s,+40d59m18.98s,72.38085,13.42586,301.2928,62.42461,0.4156047072968167,0.5987408170800917
WASP-189 b,2020,Transit,2.724033,0.05053,1.99,1.262,225.686732,-3.0314874,15h02m44.82s,-03d01m53.35s,354.49102,46.27816,224.12068,13.63305,1.071108177203744,1.543091726201556
Kepler-120 b,2014,Transit,6.312501,0.055,0.027,-0.677,287.8915707,39.3390979,19h11m33.98s,+39d20m20.75s,70.61567,13.21918,299.31661,60.97003,0.7845091111354574,1.1302028537240727
Kepler-1203 b,2016,Transit,0.58800076,0.0114,0.00377,-0.854,292.7734523,44.178088,19h31m05.63s,+44d10m41.12s,76.69173,11.99808,310.11537,64.47829,0.8811149961064312,1.2693780976198468
Kepler-1220 b,2016,Transit,7.42693741,0.0734,0.0092,0.025,297.070398,42.9777396,19h48m16.90s,+42d58m39.86s,77.08701,8.68505,315.55673,62.2023,0.15075567228888181,0.2171861213815347
TOI-1696 b,2022,Transit,2.500311,0.0229,0.15354,-2.148,65.280648,48.8198312,04h21m07.36s,+48d49m11.39s,154.38952,-0.8123,72.01048,26.91241,1.397400183457578,2.0131642229781566
Kepler-1387 b,2016,Transit,2.27952666,0.031,0.00236,-0.56,292.4403029,43.2093456,19h29m45.67s,+43d12m33.64s,75.69521,11.78455,308.82454,63.65494,0.7135060680126758,1.0279123375000934
Kepler-1226 b,2016,Transit,17.2923453,0.1361,0.00849,0.359,296.3768521,50.6214592,19h45m30.44s,+50d37m17.25s,83.7023,12.73735,322.79094,69.2734,0.5712824488496354,0.823017916309261
Kepler-1233 b,2016,Transit,45.1263042,0.263,0.0229,0.221,297.3750954,46.6622201,19h49m30.02s,+46d39m43.99s,80.45898,10.28553,319.46641,65.4675,0.4482288376589473,0.6457407622842712
Kepler-1239 b,2016,Transit,5.19104016,0.0625,0.0275,0.447,293.1273357,42.3200578,19h32m30.56s,+42d19m12.21s,75.11442,10.93544,309.20274,62.64695,0.6374665766639348,0.9183660634055977
Kepler-124 b,2014,Transit,3.410493,0.039,0.00099,-0.467,286.7527322,49.0648788,19h07m00.66s,+49d03m53.56s,79.5885,17.75101,304.46755,70.50613,0.6515715268068845,0.9386863562829163
Kepler-124 d,2014,Transit,30.950851,0.17,0.00444,-0.467,286.7527322,49.0648788,19h07m00.66s,+49d03m53.56s,79.5885,17.75101,304.46755,70.50613,0.6515715268068845,0.9386863562829163
Kepler-1365 c,2016,Transit,4.77468005,0.0545,0.00137,0.425,292.1996573,42.0459944,19h28m47.92s,+42d02m45.58s,74.55066,11.42713,307.59414,62.61777,0.621581560508061,0.8954813188742857
Kepler-1375 b,2016,Transit,3.3004192,0.0471,0.0116,0.822,296.2935173,43.4032189,19h45m10.44s,+43d24m11.59s,77.18644,9.38662,314.78192,62.81379,0.8644493780856848,1.245368779208157
Kepler-1427 b,2016,Transit,0.96897238,0.0197,0.0043,0.016,295.3496546,45.1145372,19h41m23.92s,+45d06m52.33s,78.39287,10.79186,314.8913,64.65311,0.12060453783110545,0.17374889710522776
Kepler-1268 b,2016,Transit,40.9903986,0.2383,0.015,0.345,287.838419,43.1531776,19h11m21.22s,+43d09m11.44s,74.19149,14.80444,301.47164,64.65562,0.560032466591325,0.8068106321971811
Kepler-1434 b,2016,Transit,8.05333618,0.0894,0.00444,0.862,295.5384415,51.2030002,19h42m09.23s,+51d12m10.80s,83.98627,13.47297,322.31266,70.04151,0.8852323783258064,1.2753098032790395
Kepler-1435 b,2016,Transit,4.45343281,0.0546,0.00178,0.468,291.1732806,44.9210836,19h24m41.59s,+44d55m15.90s,76.86991,13.34793,308.20778,65.57558,0.6522687678055308,0.939690836352323
Kepler-1437 b,2016,Transit,10.9295461,0.0951,0.00771,0.316,291.8649164,49.325869,19h27m27.58s,+49d19m33.13s,81.19303,14.77573,313.78189,69.46348,0.5359782899266791,0.772156988632713
Kepler-1445 b,2016,Transit,10.60052251,0.0948,0.00264,0.34,280.2495197,43.9150665,18h40m59.88s,+43d54m54.24s,72.86159,20.20993,288.89516,66.6833,0.5559594491425693,0.8009428406336273
Kepler-1446 b,2016,Transit,0.68996783,0.0141,0.0015,-0.651,289.4240357,46.7260823,19h17m41.77s,+46d43m33.90s,78.04646,15.20358,306.90982,67.69193,0.7692971999287284,1.108287817668521
Kepler-1388 d,2016,Transit,20.9568158,0.126,0.0269,-1.107,283.3360156,47.1744499,18h53m20.64s,+47d10m28.02s,76.88378,19.2323,296.45409,69.39205,1.0031767722408829,1.4452263647204264
Kepler-1425 b,2016,Transit,14.4541302,0.1038,0.00245,0.398,294.9510368,43.0124348,19h39m48.25s,+43d00m44.77s,76.36694,10.06318,312.47546,62.82022,0.6015132432608461,0.8665699026774558
Kepler-1300 b,2016,Transit,22.2419092,0.1655,0.00771,0.636,289.0330532,40.0869182,19h16m07.93s,+40d05m12.91s,71.68889,12.73285,301.48319,61.46206,0.7603826787755085,1.0954451150103321
Kepler-1066 b,2016,Transit,1.93155984,0.0299,0.0194,-0.19,298.866621,46.5022325,19h55m27.99s,+46d30m08.04s,80.82802,9.31381,321.48078,64.86671,0.4156047072968167,0.5987408170800917
Kepler-1149 b,2016,Transit,3.73089898,0.0473,0.00839,0.165,294.1891824,45.1515263,19h36m45.40s,+45d09m05.49s,78.04201,11.53556,313.15431,65.00794,0.3872983346207417,0.5579612484008016
Kepler-1083 b,2016,Transit,33.4177993,0.1899,0.0354,-0.473,283.1618831,45.198336,18h52m38.85s,+45d11m54.01s,74.87448,18.67704,294.79801,67.50785,0.6557438524302001,0.9446972161431827
Kepler-1088 b,2016,Transit,23.12748644,0.1602,0.00819,0.09,281.5614578,42.4504087,18h46m14.75s,+42d27m01.47s,71.73068,18.82283,290.53656,65.06757,0.28603877677367767,0.4120816918460671
K2-290 c,2019,Transit,48.36685,0.305,0.774,0.42,234.8578846,-20.1988975,15h39m25.89s,-20d11m56.03s,348.05236,27.59946,237.29599,-0.66005,0.6179143806533246,0.8901981971385244
VHS J125601.92-125723.9 b,2015,Imaging,5800000.0,350.0,16.0,-3.14,194.008964,-12.956031,12h56m02.15s,-12d57m21.71s,304.67123,49.90019,197.90822,-6.42268,1.689540012709215,2.434035394542732
NGTS-12 b,2020,Transit,7.532806,0.0757,0.208,0.338,176.2499418,-35.640563,11h44m59.99s,-35d38m26.03s,288.04232,25.30286,192.71374,-33.76297,0.5543218625245872,0.7985836518841365
Kepler-1861 b,2021,Transit,40.0306015,0.2408,0.0173,0.3,295.8465148,49.9361586,19h43m23.16s,+49d56m10.17s,82.91864,12.72337,321.02494,68.84198,0.5222329678670935,0.7523547938632787
Kepler-1395 b,2016,Transit,3.78470649,0.0494,0.00137,0.277,292.3374945,47.6641732,19h29m21.00s,+47d39m51.02s,79.77512,13.79022,312.68863,67.82001,0.5018148879997303,0.7229394922356658
Kepler-1398 b,2016,Transit,2.78815679,0.0392,0.0021,0.312,294.8661073,48.6389923,19h39m27.87s,+48d38m20.37s,81.43624,12.70334,317.8501,67.98864,0.5325752187591567,0.7672543550107871
Kepler-140 b,2014,Transit,3.25427,0.045,0.0101,0.251,287.3694056,46.7681473,19h09m28.66s,+46d46m05.33s,77.51619,16.51644,303.41278,68.20227,0.47768380565162366,0.6881750545176549
Kepler-1301 b,2016,Transit,9.08237046,0.0815,0.008,-0.346,286.6041816,42.4403309,19h06m25.00s,+42d26m25.19s,73.1433,15.35579,299.00148,64.21704,0.560843520552261,0.8079790768820968
Kepler-1460 b,2016,Transit,29.9633247,0.1614,0.0142,-0.844,285.5577888,44.0108221,19h02m13.87s,+44d00m38.96s,74.35134,16.65939,298.22952,65.93225,0.8759410523960658,1.2619242569142886
Kepler-1463 b,2016,Transit,25.15864,0.1694,0.013,0.092,294.4872785,42.0069064,19h37m56.95s,+42d00m24.86s,75.302,9.89614,311.00636,62.00462,0.28919952219248846,0.41663521893903466
Kepler-1320 b,2016,Transit,0.86838653,0.0163,0.0111,-0.729,288.4335977,40.3808519,19h13m44.06s,+40d22m51.07s,71.76684,13.27142,300.72125,61.86832,0.8140806303599617,1.1728050554602871
Kepler-1895 b,2021,Transit,6.07029009,0.0615,0.0162,-0.23,291.6756005,48.7625419,19h26m42.14s,+48d45m45.15s,80.61011,14.65382,312.80245,69.00288,0.4572645941803379,0.6587581226451356
Kepler-1896 b,2021,Transit,44.87020111,0.2529,0.0308,0.174,289.6785786,40.2496475,19h18m42.86s,+40d14m58.73s,72.05393,12.35491,302.56999,61.48229,0.3977207791677701,0.5729763405171743
Kepler-1897 b,2021,Transit,24.22030067,0.1546,0.0262,-0.39,294.2901043,39.126871,19h37m09.63s,+39d07m36.74s,72.65218,8.68012,308.742,59.34202,0.5954371961386479,0.8578164469184381
Kepler-1923 b,2021,Transit,52.60969925,0.2846,0.0142,0.257,298.0834457,40.3462551,19h52m20.03s,+40d20m46.52s,75.15847,6.72415,314.95066,59.48014,0.48335945592939794,0.6963516786634169
TOI-251 b,2021,Transit,4.93777,0.05741,1.0,-0.08,353.0620655,-37.2558629,23h32m14.90s,-37d15m21.11s,356.73353,-70.48442,337.39235,-31.14308,0.26967994498529685,0.38851434494290565
HD 3167 c,2016,Transit,29.8454,0.1776,0.03502,-0.27,8.7401487,4.3807215,00h34m57.64s,+04d22m50.60s,115.11108,-58.2406,9.74901,0.56228,0.4954336943068623,0.7137464271463297
Kepler-1985 b,2023,Transit,3.42064689,0.0426,0.0182,-0.155,293.5663715,42.1325825,19h34m15.93s,+42d07m57.30s,75.09485,10.56064,309.72207,62.35974,0.37537859676477414,0.5407890810553402
Kepler-1986 b,2023,Transit,19.5489666,0.1307,0.0133,-0.411,292.9582727,42.8548909,19h31m49.99s,+42d51m17.61s,75.54383,11.28757,309.34377,63.1921,0.6112580172368814,0.8806087088561
Kepler-1042 b,2016,Transit,10.13202575,0.0756,0.0171,-0.6,288.6689428,39.8239935,19h14m40.55s,+39d49m26.38s,71.32404,12.87587,300.77477,61.28364,0.7385489458759964,1.063990353197863
Kepler-1054 b,2016,Transit,4.30655689,0.054,0.0233,0.369,290.6011085,44.5563604,19h22m24.27s,+44d33m22.90s,76.35333,13.56194,306.98741,65.37166,0.5791843794980537,0.8344018307112824
K2-61 b,2016,Transit,2.57302,0.0392,0.0211,-0.015,339.6748444,-13.5600447,22h38m41.96s,-13d33m36.16s,49.89609,-56.20059,336.1472,-4.63464,0.11677484162422844,0.16823164622761327
K2-63 c,2016,Transit,25.4556,0.189,0.0455,0.219,333.4267738,-12.0663429,22h13m42.43s,-12d03m58.83s,47.23492,-50.13301,331.01444,-1.01899,0.4461960433384737,0.6428122176575453
K2-65 b,2016,Transit,12.6475,0.1014,0.00982,-0.328,333.2125206,-10.9261373,22h12m51.00s,-10d55m34.09s,48.62762,-49.40152,331.22348,0.12139,0.546060269733862,0.7866815903072233
Kepler-1098 b,2016,Transit,2.54307286,0.0358,0.00705,0.157,295.502673,43.2326992,19h42m00.64s,+43d13m57.72s,76.75649,9.81139,313.47391,62.87514,0.37779263191236634,0.5442668601838069
Kepler-128 c,2013,Transit,22.804,0.1622,0.00283,0.575,282.4922622,43.9802442,18h49m58.14s,+43d58m48.88s,73.49392,18.70795,292.90704,66.42891,0.7229988054812211,1.0415880473475867
Kepler-1117 b,2016,Transit,4.79028459,0.0546,0.00444,-0.224,292.0847866,49.2374206,19h28m20.35s,+49d14m14.71s,81.17194,14.60846,314.04489,69.32267,0.45126085985421294,0.6501088442976009
Kepler-1055 b,2016,Transit,2.29503623,0.0331,0.00642,-0.148,290.4867838,44.932541,19h21m56.83s,+44d55m57.15s,76.66971,13.79347,307.10947,65.75318,0.36680438185149117,0.52843664049616
K2-312 c,2023,Radial Velocity,921.2,1.961,5.41,0.232,140.3390845,14.3678691,09h21m21.38s,+14d22m04.33s,216.49965,39.62439,138.23096,-1.0467,0.4592483978296396,0.6616160888737544
Kepler-1071 b,2016,Transit,6.1799844,0.0615,0.0197,-0.313,293.0579794,45.2487472,19h32m13.92s,+45d14m55.49s,77.7651,12.29145,311.48436,65.40082,0.5334280218974764,0.7684829456376042
Kepler-1113 b,2016,Transit,42.3004954,0.2415,0.0261,0.08,289.4066969,39.338813,19h17m37.61s,+39d20m19.73s,71.11967,12.15552,301.6366,60.66408,0.26967994498529685,0.38851434494290565
Kepler-1116 b,2016,Transit,41.6977827,0.233,0.022,-0.147,291.9336573,44.1154992,19h27m44.08s,+44d06m55.80s,76.36321,12.51187,308.75131,64.63189,0.36556307750696543,0.5266483557042951
Kepler-1131 b,2016,Transit,3.53232449,0.0459,0.00993,-0.028,295.6514492,49.2612954,19h42m36.35s,+49d15m40.66s,82.24447,12.52682,319.84583,68.30725,0.1595448070434931,0.22984818615609148
K2-75 c,2016,Transit,18.311,0.1429,0.0255,0.349,338.844896,-7.469895,22h35m22.78s,-07d28m11.62s,57.96683,-52.25345,337.65902,1.32132,0.5632696754421697,0.8114743163142847
Kepler-603 d,2016,Transit,6.2171292,0.0666,0.00724,0.392,294.2809679,42.2909295,19h37m07.43s,+42d17m27.35s,75.48527,10.16352,310.90977,62.3243,0.5969620057957092,0.8600131635675317
Kepler-1894 b,2021,Transit,2.76266003,0.0385,0.0059,-0.27,295.5864604,49.6668523,19h42m20.75s,+49d40m00.67s,82.59443,12.74966,320.25937,68.6852,0.4954336943068623,0.7137464271463297
WASP-41 b,2012,Transit,3.0524,0.04022,0.85,-0.195,190.6188034,-30.6398176,12h42m28.51s,-30d38m23.34s,300.65384,32.19228,202.37491,-23.86097,0.42103767916034224,0.6065678266293777
TOI-1288 b,2022,Transit,2.699835,0.0429,0.13215,-0.167,313.1670294,65.6087833,20h52m40.09s,+65d36m31.62s,101.44251,13.28607,16.91308,72.82453,0.38963852712248803,0.5613326461400954
TOI-2193 A b,2022,Transit,2.1225735,0.03319,0.94,0.25,313.691232,-72.8046404,20h54m45.90s,-72d48m16.71s,320.93525,-34.78162,289.51365,-52.32057,0.4767312946227962,0.686802819743445
TOI-4137 b,2022,Transit,3.8016122,0.05222,1.44,0.439,77.612879,70.391079,05h10m27.09s,+70d23m27.88s,141.49962,17.58668,83.91233,47.21328,0.6317364237487887,0.9101109200490085
TOI-4342 c,2023,Transit,10.688716,0.0814,0.0202,-1.127,324.3894196,-77.9791468,21h37m33.46s,-77d58m44.93s,313.85994,-34.67202,288.6933,-58.11669,1.0121983276737097,1.4582232662866212
KELT-24 b,2019,Transit,5.5514926,0.06969,5.18,0.565,161.9090273,71.655727,10h47m38.17s,+71d39m20.62s,135.57326,42.30144,122.6276,56.30298,0.7166842844909909,1.0324910342705433
