Planet Name,Discovery Year,Discovery Method,Orbital Period (days),SemiMajor Axis (AU),Mass (Jupiter Mass),Stellar_Luminosity,Right Ascension (RA),Declination (Dec),RASTR,DECSTR,GLON,GLAT,ELON,ELAT,Ri (AU),Ro (AU)
Kepler-82 d,2014,Transit,2.382961,0.034,0.0119,-0.185,292.8733696,42.9661583,19h31m29.61s,+42d57m58.17s,75.61681,11.39306,309.303,63.31797,0.41009976613236215,0.590810124975516
HD 219077 b,2012,Radial Velocity,5478.68861,5.935,9.62,0.425,348.5319387,-62.7018297,23h14m07.67s,-62d42m06.59s,320.40161,-50.99819,315.79278,-51.17213,0.621581560508061,0.8954813188742857
HD 26161 b,2021,Radial Velocity,10942.29013,10.087,28.46,0.393,62.4122255,31.6524346,04h09m38.93s,+31d39m08.76s,164.956,-14.60813,66.36382,10.44869,0.5977229519373731,0.8611094204352104
Kepler-1978 b,2023,Transit,10.84969477,0.0914,0.0239,-0.298,286.0067312,38.0095407,19h04m01.62s,+38d00m34.35s,68.74978,14.02188,295.77216,60.02452,0.520489280301805,0.7498427508107258
Kepler-953 b,2016,Transit,88.40655258,0.392,0.0519,-0.119,288.9716297,44.6246451,19h15m53.19s,+44d37m28.72s,75.9239,14.64718,304.38603,65.81435,0.32891004572955534,0.473844174689098
Kepler-84 b,2012,Transit,8.726,0.0827,0.126,0.212,298.2520208,40.4960842,19h53m00.48s,+40d29m45.90s,75.35385,6.68858,315.29512,59.57181,0.43900714427816856,0.6324555320336759
Kepler-1368 b,2016,Transit,0.67564949,0.0153,0.0106,0.051,294.7669795,41.6446434,19h39m04.08s,+41d38m40.72s,75.07597,9.54253,311.1505,61.59227,0.21532216876958202,0.31020382830381
Kepler-397 b,2014,Transit,22.250949,0.144,0.0208,-0.376,295.8940373,42.3805156,19h43m34.57s,+42d22m49.86s,76.13477,9.15365,313.36339,61.97735,0.5846521887568555,0.8422790287453148
Kepler-357 c,2014,Transit,16.85837,0.12,0.0239,-0.556,291.2429746,44.0086337,19h24m58.31s,+44d00m31.08s,76.04453,12.91325,307.57591,64.70123,0.7109532653097146,1.0242346429278717
Kepler-529 d,2021,Transit,35.86619949,0.2134,0.0259,0.207,285.8884067,47.880364,19h03m33.22s,+47d52m49.31s,78.21119,17.85951,301.7438,69.57474,0.4337992832887327,0.624952828408552
Kepler-729 b,2016,Transit,3.16635371,0.0432,0.0394,0.261,286.3600604,45.4142664,19h05m26.41s,+45d24m51.36s,75.93249,16.65485,300.57472,67.12506,0.4871064845315932,0.7017498344771299
Kepler-199 c,2014,Transit,67.093408,0.316,0.0334,-0.097,295.5594278,40.236249,19h42m14.26s,+40d14m10.50s,74.10843,8.34737,311.29939,60.06368,0.2969542358374741,0.42780704520207274
Kepler-1542 c,2016,Transit,2.89223021,0.0389,0.00065,0.07,285.7284757,42.6544651,19h02m54.83s,+42d39m16.07s,73.09059,16.03365,297.6851,64.5894,0.2522624895547565,0.3634218921558155
Kepler-1564 b,2016,Transit,18.0540381,0.1327,0.00869,-0.135,290.5861316,46.6427486,19h22m20.67s,+46d38m33.89s,78.30327,14.44144,308.78028,67.33043,0.35032452487268534,0.5046949386828399
Kepler-1607 b,2016,Transit,13.6473676,0.1075,0.00227,0.709,296.0598685,42.6560582,19h44m14.37s,+42d39m21.81s,76.43909,9.17825,313.82471,62.18762,0.8028358826967404,1.1566053125663065
Kepler-215 e,2014,Transit,68.16101,0.314,0.0117,-0.117,294.9735313,45.2136867,19h39m53.65s,+45d12m49.27s,78.35687,11.07277,314.4127,64.84929,0.3261343839027654,0.4698454181761615
HD 233604 b,2013,Radial Velocity,192.0,0.747,6.575,1.75,137.4535054,53.5682016,09h09m48.84s,+53d34m05.53s,163.93545,41.83189,122.43583,35.34091,1.2613124477737825,1.8171094607790776
HD 40307 c,2009,Radial Velocity,9.6184,0.0799,0.0208,-0.639,88.5172191,-60.0237289,05h54m04.13s,-60d01m25.42s,268.81455,-30.34064,83.51224,-83.4296,0.7621739243172065,1.0980256724496429
HD 13189 b,2005,Radial Velocity,471.60001,1.25,10.95,2.636,32.4173964,32.3164548,02h09m40.18s,+32d18m59.24s,141.56782,-27.70854,41.37093,18.07545,1.548019262271512,2.230153561004349
Kepler-268 b,2014,Transit,25.934138,0.18,0.0221,0.318,291.9761559,38.0550327,19h27m54.28s,+38d03m18.12s,70.84335,9.79009,304.75063,58.87163,0.5376717484589544,0.7745966692414834
Kepler-931 b,2016,Transit,8.03755877,0.0719,0.00733,-0.35,297.1326937,42.7682885,19h48m31.85s,+42d46m05.84s,76.92475,8.54287,315.47337,61.99151,0.5640760748177661,0.8126360553720011
Kepler-84 d,2014,Transit,4.224537,0.052,0.0078,0.212,298.2520208,40.4960842,19h53m00.48s,+40d29m45.90s,75.35385,6.68858,315.29512,59.57181,0.43900714427816856,0.6324555320336759
Kepler-926 b,2016,Transit,52.0688601,0.2739,0.0187,0.173,289.6793396,40.7004265,19h18m43.04s,+40d42m01.54s,72.47195,12.54618,302.8398,61.91454,0.39657625656704065,0.5713274843201774
WASP-185 b,2019,Transit,9.38755,0.0904,0.98,0.412,214.0595791,-19.5423062,14h16m14.30s,-19d32m32.30s,328.94467,39.0081,218.3322,-5.56394,0.6120011883529758,0.8816793581376609
YZ Cet d,2017,Radial Velocity,4.65626,0.02851,0.00343,-2.659,18.1330792,-16.9962434,01h12m31.94s,-16d59m46.48s,149.72351,-78.75503,9.78875,-22.74184,1.5547580928468347,2.23986185557848
Kepler-215 c,2014,Transit,14.667108,0.113,0.0119,-0.117,294.9735313,45.2136867,19h39m53.65s,+45d12m49.27s,78.35687,11.07277,314.4127,64.84929,0.3261343839027654,0.4698454181761615
Kepler-1476 b,2016,Transit,10.35863224,0.0932,0.0108,-0.243,284.5320743,43.9898971,18h58m07.70s,+43d59m23.63s,74.04734,17.33785,296.46076,66.09943,0.47000967108038416,0.6771193144769508
Kepler-254 d,2014,Transit,18.746477,0.139,0.0214,-0.125,288.1646541,45.8164257,19h12m39.52s,+45d48m59.13s,76.8224,15.64277,303.98309,67.12489,0.337099931231621,0.48564293117863205
Kepler-292 d,2014,Transit,7.055679,0.068,0.0176,-0.337,295.7661979,42.4242822,19h43m03.89s,+42d25m27.42s,76.12806,9.2575,313.21089,62.05289,0.5535012523595916,0.7974014400562451
Kepler-279 d,2013,Transit,54.414,0.2901,0.118,0.519,287.391295,42.194822,19h09m33.91s,+42d11m41.36s,73.14702,14.72413,300.13374,63.82584,0.6868902254495851,0.9895682306030584
HD 192263 b,1999,Radial Velocity,24.3556,0.15,0.56,-0.47,303.4990864,-0.8657574,20h13m59.78s,-00d51m56.73s,41.87586,-18.69708,305.59383,18.53013,0.6536610186271835,0.9416965821485117
HD 23079 b,2001,Radial Velocity,730.59998,1.6,2.61,0.133,54.9281897,-52.9162344,03h39m42.77s,-52d54m58.44s,264.32032,-49.6531,21.35224,-68.16038,0.3477198454346414,0.5009425079052636
HD 96167 b,2009,Radial Velocity,498.04,1.332,0.717,0.57,166.3125657,-10.291345,11h05m15.02s,-10d17m28.84s,264.80833,44.57834,171.51925,-14.86374,0.7198484689028782,1.0370495157480222
WASP-53 c,2017,Radial Velocity,2840.0,3.73,16.35,-0.463,31.9091639,-20.661843,02h07m38.20s,-20d39m42.63s,196.64026,-71.4477,21.52926,-31.36353,0.6487750695804293,0.9346576408826803
WASP-91 b,2017,Transit,2.798581,0.037,1.34,-0.383,357.846434,-70.1528621,23h51m23.14s,-70d09m10.30s,310.22075,-46.11619,311.32042,-59.08277,0.5900693333683916,0.8500832367680016
HD 85390 b,2009,Radial Velocity,799.52,1.373,0.099,-0.367,147.5105663,-49.7905254,09h50m02.54s,-49d47m25.89s,275.54618,3.18529,178.48745,-56.99352,0.577612641513639,0.8321375067791856
Kepler-362 c,2014,Transit,37.866281,0.207,0.00849,0.209,291.771603,47.5299192,19h27m05.18s,+47d31m47.71s,79.4828,14.07858,311.61896,67.8478,0.43588989435406733,0.6279646667142263
Kepler-902 b,2016,Transit,40.1099547,0.223,0.022,0.108,289.7317067,46.953875,19h18m55.61s,+46d57m13.95s,78.35018,15.1024,307.64227,67.831,0.3133397807202561,0.4514128763179672
Kepler-938 b,2016,Transit,52.6298417,0.2689,0.0175,-0.174,294.7890593,46.9839352,19h39m09.37s,+46d59m02.17s,79.90214,11.99897,315.87818,66.51854,0.3977207791677701,0.5729763405171743
Kepler-996 b,2016,Transit,3.77059058,0.0474,0.0144,0.242,291.9127633,41.5335891,19h27m39.06s,+41d32m00.92s,73.98536,11.39157,306.8001,62.20174,0.4690415759823429,0.6757246285173463
HD 39194 b,2021,Radial Velocity,5.6368,0.056,0.01259,-0.409,86.129071,-70.1382377,05h44m30.98s,-70d08m17.66s,280.60948,-31.0579,289.97279,-86.14976,0.6097689577357819,0.8784634956602051
Kepler-358 b,2014,Transit,34.060467,0.21,0.0247,-0.138,293.2302333,48.2813901,19h32m55.26s,+48d16m53.00s,80.61347,13.5173,314.81834,68.13716,0.3541956316141483,0.5102718476366945
Kepler-351 d,2016,Transit,142.544247,0.5177,0.0247,-0.386,286.4527949,42.6577891,19h05m48.67s,+42d39m28.04s,73.30625,15.54303,298.88411,64.45609,0.5923758020961786,0.8534060503608191
Kepler-375 c,2014,Transit,19.986326,0.141,0.0236,-0.163,288.6178715,48.0983639,19h14m28.29s,+48d05m54.11s,79.13395,16.24521,306.83816,69.16842,0.3849439156316387,0.5545693552760743
Kepler-42 c,2011,Transit,0.45328509,0.006,0.00099,-2.62,292.2196,44.6173667,19h28m52.70s,+44d37m02.52s,76.91718,12.54674,309.61615,65.02986,1.543314025666255,2.2233749630719273
HD 95089 c,2018,Radial Velocity,1785.0,3.33,3.45,1.125,164.698748,1.7290087,10h58m47.70s,+01d43m44.43s,251.41253,52.9432,165.23999,-4.42997,1.0112997936948631,1.4569287935358963
HD 35759 b,2016,Radial Velocity,82.467,0.389,3.76,0.537,82.8886636,64.3183753,05h31m33.28s,+64d19m06.15s,148.03067,16.21302,85.92482,40.97966,0.698700091728789,1.0065821114890783
bet UMi b,2014,Radial Velocity,522.3,1.4,6.1,2.73,222.676495,74.155548,14h50m42.36s,+74d09m19.97s,112.64721,40.50258,133.31933,72.98764,1.575378742340451,2.2695689890872264
HD 142245 b,2011,Radial Velocity,1299.0,2.78,3.07,1.13,238.2342443,15.4306118,15h52m56.22s,+15d25m50.20s,26.94357,46.38366,231.85238,34.75845,1.013544635066817,1.4601628236940265
HD 14067 b,2014,Radial Velocity,2721.23479,5.236,15.737,1.898,34.293348,23.7676546,02h17m10.40s,+23d46m03.56s,147.04613,-35.05762,39.95035,9.47749,1.313565584755685,1.8923879294351087
TOI-1416 b,2023,Transit,1.0697568,0.019,0.01095,-0.46,216.9234892,41.9529862,14h27m41.64s,+41d57m10.75s,76.1889,65.39358,193.60978,52.28576,0.6466697906828632,0.9316246713681894
HD 457 b,2022,Radial Velocity,20324.58153,15.369,26.572,0.316,2.2492922,-39.7372401,00h08m59.83s,-39d44m14.06s,335.19521,-74.61855,343.56554,-36.76412,0.5359782899266791,0.772156988632713
HATS-11 b,2016,Transit,3.619188,0.0507,0.83,0.403,289.4007603,-22.3900092,19h17m36.18s,-22d23m24.03s,15.35571,-15.5115,287.88653,-0.14734,0.6052798000624474,0.8719961917867337
HD 158038 b,2011,Radial Velocity,521.0,1.5,1.53,1.076,261.4395312,27.3030721,17h25m45.49s,+27d18m11.06s,50.39671,29.86597,258.02702,50.38716,0.9890307468333925,1.4248468967735737
Kepler-624 b,2016,Transit,14.58649607,0.1172,0.0187,0.291,295.1933631,39.5396946,19h40m46.41s,+39d32m22.90s,73.3545,8.26063,310.30538,59.50346,0.5143398239932958,0.7409835381259052
Kepler-331 d,2014,Transit,32.134328,0.159,0.0105,-0.784,291.8343455,39.3073462,19h27m20.24s,+39d18m26.45s,71.92848,10.45298,305.26325,60.1016,0.8442317648177381,1.2162422797365942
Kepler-276 b,2014,Transit,14.12841,0.119,0.0271,-0.089,293.568197,39.0363123,19h34m16.37s,+39d02m10.72s,72.30607,9.13322,307.64188,59.43368,0.2844452335847639,0.4097859542515907
Kepler-446 c,2015,Transit,3.036179,0.0283,0.00444,-2.248,282.2501047,44.921002,18h49m00.03s,+44d55m15.61s,74.36798,19.18908,292.99809,67.38475,1.4295581008256935,2.059492518549719
Kepler-681 b,2016,Transit,26.39435646,0.1635,0.0305,-0.457,289.3997364,51.2502428,19h17m35.94s,+51d15m00.87s,82.37394,16.98767,311.93294,71.87375,0.6445576354792063,0.9285817955050574
Kepler-536 b,2016,Transit,1.8270823,0.0276,0.0308,-0.214,297.7363605,49.637101,19h50m56.73s,+49d38m13.56s,83.23303,11.50532,323.52538,67.98622,0.44107307166211646,0.6354318097999662
Kepler-510 b,2016,Transit,19.55659418,0.134,0.021,0.332,287.6550196,39.2441716,19h10m37.20s,+39d14m39.02s,70.44927,13.34685,298.90272,60.9239,0.549379815626841,0.7914638932633773
Kepler-935 b,2016,Transit,4.88083852,0.0527,0.00752,-0.639,295.0217193,46.6192011,19h40m05.21s,+46d37m09.12s,79.64512,11.69055,315.85981,66.12062,0.7621739243172065,1.0980256724496429
Kepler-309 b,2014,Transit,5.923653,0.059,0.00961,-0.574,297.5098911,46.9614121,19h50m02.37s,+46d57m41.08s,80.77053,10.34936,319.98736,65.69476,0.7223698372843247,1.0406819244728565
GJ 251 b,2020,Radial Velocity,14.238,0.0818,0.01259,-1.772,103.7002499,33.2664632,06h54m48.06s,+33d15m59.27s,182.93672,15.13189,101.6144,10.37791,1.2692159354928896,1.8284956183745955
Kepler-341 b,2014,Transit,5.195528,0.06,0.00553,0.127,289.8615609,43.4727412,19h19m26.77s,+43d28m21.87s,75.11189,13.59083,304.96793,64.51963,0.33978602892783194,0.48951265714936726
HD 113996 b,2017,Radial Velocity,610.2,1.6,6.3,2.464,196.794874,27.6244384,13h07m10.77s,+27d37m27.98s,41.91496,86.47046,183.40342,31.81962,1.4966629547095764,2.156167109426722
GJ 433 c,2014,Radial Velocity,5094.105,4.819,0.10201,-1.699,173.8619194,-32.5436302,11h35m26.86s,-32d32m37.07s,284.88498,27.65117,188.90215,-31.96531,1.2427974310182068,1.7904358065450128
CoRoT-31 b,2020,Transit,4.62941,0.0586,0.84,0.398,94.820735,-4.4222978,06h19m16.98s,-04d25m20.27s,213.22491,-9.16321,95.43379,-27.77069,0.6015132432608461,0.8665699026774558
HD 40307 g,2013,Radial Velocity,197.8,0.6,0.0223,-0.639,88.5172191,-60.0237289,05h54m04.13s,-60d01m25.42s,268.81455,-30.34064,83.51224,-83.4296,0.7621739243172065,1.0980256724496429
Kepler-179 b,2014,Transit,2.735926,0.036,0.0105,-0.278,298.6636163,47.7619329,19h54m39.27s,+47d45m42.96s,81.86816,10.05858,322.58409,66.04824,0.5027198750072178,0.7242432615404802
HD 70573 b,2007,Radial Velocity,851.8,1.76,6.1,-0.001,125.7079153,1.8591088,08h22m49.90s,+01d51m32.79s,222.06599,21.11179,127.59926,-17.04131,0.03015113445777636,0.04343722427630694
HD 154857 c,2014,Radial Velocity,3452.0,5.36,2.58,0.665,257.816194,-56.681038,17h11m15.89s,-56d40m51.74s,333.28825,-10.02581,262.00131,-33.57957,0.777525211517578,1.1201415004953952
K2-255 b,2018,Transit,1.96417,0.0274,0.0275,-0.79,189.9128532,-3.3705631,12h39m39.08s,-03d22m14.03s,297.15142,59.36883,190.4325,0.82606,0.847456086285194,1.2208873976480588
Kepler-245 e,2016,Transit,3.21982106,0.04,0.0117,-0.396,291.6389972,42.4363482,19h26m33.36s,+42d26m10.85s,74.72154,11.97179,307.01226,63.12201,0.6,0.8643898491541618
Kepler-695 b,2016,Transit,3.04033042,0.0374,0.196,-0.159,299.3160934,40.8223815,19h57m15.86s,+40d49m20.57s,76.04946,6.15922,317.01417,59.56861,0.38019133938775423,0.5477225575051661
Kepler-583 b,2016,Transit,6.5100253,0.0689,0.0183,-0.101,282.1113206,42.3545514,18h48m26.72s,+42d21m16.39s,71.78308,18.40861,291.4349,64.89518,0.3030151511363447,0.4365387013036176
HD 111232 c,2022,Radial Velocity,26472.44623,17.25,18.063,-0.161,192.2159553,-68.4246679,12h48m51.83s,-68d25m28.80s,302.69417,-5.55411,230.83622,-55.31045,0.3825750075000148,0.5511565883718168
HD 11112 b,2022,Radial Velocity,17244.90764,13.38,8.176,0.377,27.0881399,-41.4944106,01h48m21.15s,-41d29m39.88s,267.48348,-71.49206,4.2314,-48.03442,0.5854291355298886,0.843398336918553
HD 149806 b,2022,Radial Velocity,16521.52778,12.404,12.597,-0.245,249.2855187,0.2546794,16h37m08.52s,+00d15m16.85s,16.3427,29.61681,247.55455,22.09461,0.47193990372426947,0.6799001036500849
HD 98649 b,2012,Radial Velocity,5697.3043,6.297,8.386,-0.014,170.2147665,-23.2181063,11h20m51.54s,-23d13m05.18s,277.3048,35.10611,180.85105,-25.07664,0.11281521496355323,0.1625272110744002
HD 81040 b,2005,Radial Velocity,1005.98854,1.988,6.768,-0.077,140.9455027,20.3646078,09h23m46.92s,+20d21m52.59s,209.36326,42.32614,136.93389,4.83687,0.264575131106459,0.3811600961117579
HD 16905 b,2022,Radial Velocity,6707.49126,6.443,9.065,-0.518,40.0136203,-61.3550396,02h40m03.27s,-61d21m18.14s,282.47686,-51.24171,349.76022,-68.09359,0.6862281624278407,0.9886144296772316
HD 224538 b,2016,Radial Velocity,1202.05199,2.375,6.531,0.47,359.7164302,-61.5868613,23h58m51.94s,-61d35m12.70s,313.65223,-54.43363,323.50135,-53.70937,0.6536610186271835,0.9416965821485117
HD 55696 b,2018,Radial Velocity,1827.0,3.18,4.27,0.43,108.0622029,-38.174639,07h12m14.93s,-38d10m28.70s,249.5859,-12.614,118.98786,-59.80904,0.6252272314199782,0.9007334537569819
HD 72659 b,2002,Radial Velocity,3549.39854,4.691,2.988,0.374,128.5128072,-1.5686323,08h34m03.07s,-01d34m07.08s,226.75388,21.88046,131.36775,-19.64838,0.58309518948453,0.8400359381350839
HD 50554 b,2002,Radial Velocity,1293.0,2.353,5.85,0.143,103.678273,24.2451409,06h54m42.79s,+24d14m42.51s,191.41044,11.46926,102.45134,1.39534,0.3605551275463989,0.5194336538526522
HD 27631 b,2012,Radial Velocity,2198.14,3.242,1.56,-0.056,64.9392168,-41.9606604,04h19m45.41s,-41d57m38.38s,246.32433,-45.36507,48.17785,-61.81048,0.22563042992710647,0.3250544221488004
HD 97037 b,2022,Radial Velocity,6449.08337,6.925,21.105,0.234,167.5545621,-7.3901483,11h10m13.09s,-07d23m24.53s,263.92264,47.66804,171.48497,-11.71384,0.4612236688714844,0.6644617626035859
HD 89307 b,2009,Radial Velocity,2166.0,3.27,2.02,0.131,154.5874958,12.6209392,10h18m21.00s,+12d37m15.38s,227.30349,51.39451,151.87139,1.94244,0.3450955072018601,0.49716175568999144
Kepler-1001 c,2020,Transit,9.18186,0.084,0.0098,-0.279,286.2739151,48.6186972,19h05m05.74s,+48d37m07.31s,79.03209,17.88434,303.13887,70.19189,0.5036232357987106,0.7255446880376305
Kepler-1067 b,2016,Transit,0.76212926,0.0162,0.00137,-0.147,285.3873706,45.0490265,19h01m32.97s,+45d02m56.50s,75.31275,17.15588,298.6267,66.96543,0.36556307750696543,0.5266483557042951
Kepler-129 d,2021,Radial Velocity,2646.0,4.0,8.3,0.454,285.3111845,47.8484775,19h01m14.68s,+47d50m54.52s,78.0353,18.21023,300.65746,69.66334,0.6424385361474456,0.9255289155855184
Kepler-354 b,2014,Transit,5.47666,0.054,0.0127,-0.714,285.7515347,41.3356739,19h03m00.37s,+41d20m08.43s,71.83164,15.51241,296.98472,63.30685,0.8056617833128918,1.160676445578506
Kepler-132 e,2016,Transit,110.2869374,0.4393,0.00553,0.211,283.23581,41.343037,18h52m56.59s,+41d20m34.93s,71.10178,17.26662,292.85832,63.73573,0.4379705261980329,0.6309621284571443
Kepler-937 c,2016,Transit,153.343364,0.5545,0.0239,0.281,294.1688142,46.7146161,19h36m40.52s,+46d42m52.62s,79.46009,12.25527,314.63118,66.4485,0.505425113597005,0.7281405628347338
Kepler-1007 b,2016,Transit,5.18500207,0.048,0.00839,-0.568,295.9065297,45.8090893,19h43m37.57s,+45d48m32.72s,79.20378,10.77201,316.39649,65.12962,0.7185844671043455,1.0352285318747483
K2-228 b,2018,Transit,2.69828,0.0338,0.00606,-0.849,187.2947047,-6.8342028,12h29m10.73s,-06d50m03.13s,293.11643,55.61276,189.39771,-3.38409,0.8785318331273954,1.2656566645235312
K2-39 b,2016,Transit,4.60543,0.05708,0.09,0.674,338.3682095,-9.0229405,22h33m28.37s,-09d01m22.59s,55.42682,-52.74736,336.64549,0.05348,0.7827689778774276,1.1276959311833785
HD 213472 b,2021,Radial Velocity,17000.0,13.0,3.5,0.285,337.7069969,40.7222277,22h30m49.68s,+40d43m20.02s,96.1144,-14.71496,359.65138,45.47284,0.5090097337879788,0.7333047450116518
HD 86065 b,2022,Radial Velocity,25775.78859,15.947,9.053,-0.49,148.9256674,-18.1069385,09h55m42.16s,-18d06m24.98s,254.68749,27.86969,158.14331,-28.70438,0.6674238124719146,0.9615239476408232
HD 86264 b,2009,Radial Velocity,1488.79123,2.763,9.808,0.66,149.2409308,-15.8953993,09h56m57.82s,-15d53m43.44s,253.16,29.65549,157.4957,-26.54739,0.7745966692414834,1.1159224968016033
HD 8673 b,2009,Radial Velocity,1644.69097,2.97,13.248,0.53,21.5378455,34.5793389,01h26m09.08s,+34d34m45.62s,131.00143,-27.7479,33.29645,23.60828,0.6941312425025845,1.0
HD 45652 b,2008,Radial Velocity,44.073,0.237,0.433,-0.2,97.3058709,10.9336212,06h29m13.41s,+10d56m01.04s,200.68451,0.11002,97.34253,-12.31964,0.4264014327112209,0.6142951168339512
Kepler-327 b,2014,Transit,2.549575,0.029,0.00444,-1.26,292.6422963,44.0876251,19h30m34.15s,+44d05m15.45s,76.56618,12.0424,309.8367,64.42727,1.0702591020190135,1.5418685062501398
CoRoT-23 b,2011,Transit,3.6313,0.048,2.8,0.087,279.7826586,4.3577516,18h39m07.84s,+04d21m27.91s,35.41749,4.71959,281.00355,27.42413,0.2812310599683276,0.40515545583914625
Kepler-787 b,2016,Transit,0.9283105,0.0159,0.00687,-0.895,291.6924773,38.5729105,19h26m46.19s,+38d34m22.48s,71.21092,10.22219,304.62642,59.43171,0.9020179397530648,1.299491918129166
51 Eri b,2015,Imaging,11688.0,13.2,2.0,0.85,69.4007424,-2.4738245,04h37m36.18s,-02d28m25.77s,198.61297,-30.65764,67.30974,-24.30532,0.8790490729915325,1.266401826003761
Kepler-753 b,2016,Transit,5.74772501,0.054,0.0136,-0.865,291.9032411,37.9023677,19h27m36.78s,+37d54m08.52s,70.67881,9.77228,304.55975,58.74188,0.8867714679463002,1.277527092353862
Kepler-730 c,2018,Transit,2.85188338,0.03997,0.00971,0.236,285.5547895,45.578842,19h02m13.15s,+45d34m43.83s,75.874,17.24014,299.2935,67.44274,0.4631905164675271,0.6672953010983402
Kepler-839 b,2016,Transit,37.8144514,0.2341,0.0224,0.437,291.074684,45.242544,19h24m17.92s,+45d14m33.16s,77.13885,13.54734,308.32194,65.90113,0.6302957458786528,0.9080354078375977
HD 96992 b,2021,Radial Velocity,514.0,1.24,1.14,1.47,167.5966158,43.9189897,11h10m23.19s,+43d55m08.36s,166.75662,63.64403,149.29071,35.08975,1.1560119533826785,1.6654083300081026
HIP 107772 b,2020,Radial Velocity,55.199,0.243,0.04059,-1.163,327.4977057,-41.2440371,21h49m59.45s,-41d14m38.53s,0.05347,-50.42638,315.05468,-26.36924,1.0282376803408477,1.4813303556740844
Kepler-610 b,2016,Transit,6.99692655,0.0719,0.0514,-0.11,293.1713241,45.0655934,19h32m41.12s,+45d03m56.14s,77.63349,12.13853,311.49797,65.20106,0.31622776601683794,0.4555734516094202
Kepler-168 c,2014,Transit,13.193242,0.116,0.0242,0.361,294.7101832,39.8250437,19h38m50.44s,+39d49m30.16s,73.42971,8.72341,309.79841,59.89624,0.5728715546977509,0.8253072612498318
Kepler-703 b,2016,Transit,4.58352176,0.0535,0.161,0.067,299.1868586,41.742699,19h56m44.85s,+41d44m33.72s,76.79525,6.71348,317.55133,60.45424,0.24679767200905867,0.3555490041325143
Kepler-1450 b,2016,Transit,54.5094166,0.2401,0.0112,-0.768,294.5536825,45.0813011,19h38m12.88s,+45d04m52.68s,78.0981,11.27466,313.6497,64.84357,0.8355727485873496,1.2037676701812459
K2-192 b,2018,Transit,4.162817,0.049,0.0092,-0.36,206.5823122,-11.5563527,13h46m19.75s,-11d33m22.87s,323.71825,49.0873,208.81242,-0.53919,0.5720775535473553,0.8241633836921342
